dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01010606,Highland,2741,20,251
S01010607,Highland,6668,*,*
S01010608,Highland,434,53,755
S01010609,Highland,1299,24,436
S01010610,Highland,2186,19,305
S01010611,Highland,2929,22,236
S01010612,Highland,3038,17,224
S01010613,Highland,3503,14,193
S01010614,Highland,756,35,573
S01010615,Highland,1556,31,391
S01010616,Highland,4547,10,131
S01010617,Highland,6245,4,46
S01010618,Highland,4994,7,106
S01010619,Highland,84,91,1476
S01010620,Highland,2,600,8904
S01010621,Highland,2913,21,237
S01010622,Highland,2772,16,249
S01010623,Highland,2879,17,239
S01010624,Highland,476,46,725
S01010625,Highland,5272,7,92
S01010626,Highland,4813,11,117
S01010627,Highland,247,68,937
S01010628,Highland,2791,23,247
S01010629,Highland,3749,17,178
S01010630,Highland,1979,20,330
S01010631,Highland,312,47,846
S01010632,Highland,2462,25,276
S01010633,Highland,1412,43,416
S01010634,Highland,1496,25,401
S01010635,Highland,812,43,555
S01010636,Highland,606,48,636
S01010637,Highland,1014,25,498
S01010638,Highland,267,75,905
S01010639,Highland,327,94,836
S01010640,Highland,295,62,868
S01010641,Highland,169,110,1080
S01010642,Highland,437,77,754
S01010643,Highland,241,70,946
S01010644,Highland,81,101,1496
S01010645,Highland,6347,*,*
S01010646,Highland,6928,*,*
S01010647,Highland,6268,3,45
S01010648,Highland,1584,23,385
S01010649,Highland,4966,6,108
S01010650,Highland,809,63,555
S01010651,Highland,4386,9,139
S01010652,Highland,5171,8,98
S01010653,Highland,6461,*,*
S01010654,Highland,4049,12,158
S01010655,Highland,6345,4,41
S01010656,Highland,4757,7,120
S01010657,Highland,6795,*,*
S01010658,Highland,3643,13,184
S01010659,Highland,131,78,1192
S01010660,Highland,4250,10,146
S01010661,Highland,4093,9,155
S01010662,Highland,6410,3,38
S01010663,Highland,6712,*,*
S01010664,Highland,5726,6,70
S01010665,Highland,4469,13,135
S01010666,Highland,5494,8,82
S01010667,Highland,3672,12,183
S01010668,Highland,4789,13,118
S01010669,Highland,6761,*,*
S01010670,Highland,6573,*,*
S01010671,Highland,5787,5,68
S01010672,Highland,2066,20,320
S01010673,Highland,2639,24,258
S01010674,Highland,3171,20,216
S01010675,Highland,4198,10,150
S01010676,Highland,6298,4,44
S01010677,Highland,6420,*,*
S01010678,Highland,3484,13,195
S01010679,Highland,1197,26,458
S01010680,Highland,1805,22,352
S01010681,Highland,2968,27,231
S01010682,Highland,5580,8,78
S01010683,Highland,5432,8,84
S01010684,Highland,4044,12,158
S01010685,Highland,5733,4,70
S01010686,Highland,5025,7,104
S01010687,Highland,4964,9,108
S01010688,Highland,5950,4,61
S01010689,Highland,4601,10,128
S01010690,Highland,3277,14,208
S01010691,Highland,6831,*,*
S01010692,Highland,4238,10,147
S01010693,Highland,5974,3,60
S01010694,Highland,4987,6,107
S01010695,Highland,2991,17,228
S01010696,Highland,5499,8,82
S01010697,Highland,5136,11,99
S01010698,Highland,5921,5,62
S01010699,Highland,5043.5,6,103
S01010700,Highland,4163,9,152
S01010701,Highland,4959,11,108
S01010702,Highland,5505,8,81
S01010703,Highland,6471,3,35
S01010704,Highland,3688,11,182
S01010705,Highland,5963,7,60
S01010706,Highland,2443,21,278
S01010707,Highland,2773,22,249
S01010708,Highland,4576,7,129
S01010709,Highland,6341,3,42
S01010710,Highland,3470,15,196
S01010711,Highland,6151,4,51
S01010712,Highland,1666,26,372
S01010713,Highland,5244,7,94
S01010714,Highland,403,56,775
S01010715,Highland,2430,20,279
S01010716,Highland,568,57,668
S01010717,Highland,6928,*,*
S01010718,Highland,3961,17,164
S01010719,Highland,4364,9,140
S01010720,Highland,5688,7,72
S01010721,Highland,4638,8,126
S01010722,Highland,6451,3,36
S01010723,Highland,6686,*,*
S01010724,Highland,5122,9,100
S01010725,Highland,5797,6,67
S01010726,Highland,6067,5,55
S01010727,Highland,6544,*,*
S01010728,Highland,4871,6,114
S01010729,Highland,6043,4,56
S01010730,Highland,6659,*,*
S01010731,Highland,6452,3,36
S01010732,Highland,1296,34,436
S01010733,Highland,656,31,615
S01010734,Highland,848,51,545
S01010735,Highland,823,35,551
S01010736,Highland,6001,3,59
S01010737,Highland,1440,48,411
S01010738,Highland,5366,5,87
S01010739,Highland,2198,25,304
S01010740,Highland,1190,22,459
S01010741,Highland,2369,22,287
S01010742,Highland,300,62,859
S01010743,Highland,743,41,579
S01010744,Highland,4491,14,134
S01010745,Highland,220,54,987
S01010746,Highland,4018,16,160
S01010747,Highland,2394,23,283
S01010748,Highland,6180,3,49
S01010749,Highland,4592,8,128
S01010750,Highland,6760,*,*
S01010751,Highland,3910,11,167
S01010752,Highland,3703,14,181
S01010753,Highland,1853,38,346
S01010754,Highland,1371,26,422
S01010755,Highland,3372,12,202
S01010756,Highland,1092,29,480
S01010757,Highland,6601,*,*
S01010758,Highland,5887,5,64
S01010759,Highland,3236,12,211
S01010760,Highland,4713,8,122
S01010761,Highland,6059,3,55
S01010762,Highland,6530,*,*
S01010763,Highland,6538,*,*
S01010764,Highland,5802,4,67
S01010765,Highland,5909,6,63
S01010766,Highland,5866,5,65
S01010767,Highland,4672,8,124
S01010768,Highland,3902,9,167
S01010769,Highland,6384,*,*
S01010770,Highland,3967,12,164
S01010771,Highland,5400,7,85
S01010772,Highland,5818,5,67
S01010773,Highland,5504,6,81
S01010774,Highland,4492,9,134
S01010775,Highland,5350,6,88
S01010776,Highland,2374,15,286
S01010777,Highland,650,32,617
S01010778,Highland,446,36,747
S01010779,Highland,423,54,762
S01010780,Highland,1543,22,393
S01010781,Highland,1135,32,470
S01010782,Highland,94,82,1366
S01010783,Highland,2172,17,307
S01010784,Highland,1165,32,462
S01010785,Highland,4129,10,153
S01010786,Highland,6031,4,57
S01010787,Highland,5691,6,72
S01010788,Highland,4430,8,137
S01010789,Highland,6295,3,44
S01010790,Highland,5536,5,80
S01010791,Highland,6435,3,37
S01010792,Highland,2025,19,324
S01010793,Highland,5048,7,103
S01010794,Highland,5142,6,99
S01010795,Highland,5872,6,65
S01010796,Highland,5041,9,103
S01010797,Highland,4822,9,116
S01010798,Highland,5548,5,80
S01010799,Highland,410,61,770
S01010800,Highland,2204,20,303
S01010801,Highland,649,41,617
S01010802,Highland,2502,13,270
S01010803,Highland,658,35,614
S01010804,Highland,3725,10,179
S01010805,Highland,3366,16,203
S01010806,Highland,1504,35,400
S01010807,Highland,4325,8,142
S01010808,Highland,6009,3,58
S01010809,Highland,6820,*,*
S01010810,Highland,6355,*,*
S01010811,Highland,6215,4,48
S01010812,Highland,4374,6,139
S01010813,Highland,5058,5,103
S01010814,Highland,5757,4,69
S01010815,Highland,5227,4,95
S01010816,Inverclyde,6546,*,*
S01010817,Inverclyde,5616,7,76
S01010818,Inverclyde,5957,6,60
S01010819,Inverclyde,4520,10,132
S01010820,Inverclyde,4538,7,131
S01010821,Inverclyde,6766,*,*
S01010822,Inverclyde,5902,5,63
S01010823,Inverclyde,3982,8,162
S01010824,Inverclyde,6382,3,40
S01010825,Inverclyde,4090,14,156
S01010826,Inverclyde,1996,23,328
S01010827,Inverclyde,6928,*,*
S01010828,Inverclyde,6120,6,52
S01010829,Inverclyde,5805,6,67
S01010830,Inverclyde,3093,11,221
S01010831,Inverclyde,6481,*,*
S01010832,Inverclyde,3830,11,172
S01010833,Inverclyde,5559,7,79
S01010834,Inverclyde,6864,*,*
S01010835,Inverclyde,5892,4,64
S01010836,Inverclyde,4297,11,143
S01010837,Inverclyde,6784,*,*
S01010838,Inverclyde,6430,3,37
S01010839,Inverclyde,5710,5,71
S01010840,Inverclyde,4917,5,111
S01010841,Inverclyde,6335,3,42
S01010842,Inverclyde,618,55,631
S01010843,Inverclyde,2886,15,239
S01010844,Inverclyde,3826,11,172
S01010845,Inverclyde,1844,20,347
S01010846,Inverclyde,3580,13,188
S01010847,Inverclyde,6125,3,52
S01010848,Inverclyde,2762,19,249
S01010849,Inverclyde,2041,29,323
S01010850,Inverclyde,2095,29,317
S01010851,Inverclyde,1330,34,429
S01010852,Inverclyde,3558,13,190
S01010853,Inverclyde,1825,28,349
S01010854,Inverclyde,6472,3,35
S01010855,Inverclyde,3135,11,219
S01010856,Inverclyde,368,65,806
S01010857,Inverclyde,4914,9,111
S01010858,Inverclyde,2818,15,245
S01010859,Inverclyde,3166,16,216
S01010860,Inverclyde,4263,8,145
S01010861,Inverclyde,1013,31,498
S01010862,Inverclyde,2035,17,323
S01010863,Inverclyde,4353,11,140
S01010864,Inverclyde,5248,5,93
S01010865,Inverclyde,4002,11,161
S01010866,Inverclyde,6815,*,*
S01010867,Inverclyde,5569,5,78
S01010868,Inverclyde,6846,*,*
S01010869,Inverclyde,5754,5,69
S01010870,Inverclyde,6624,*,*
S01010871,Inverclyde,4317,12,142
S01010872,Inverclyde,2358,19,288
S01010873,Inverclyde,41,100,1948
S01010874,Inverclyde,4526,10,132
S01010875,Inverclyde,2889,12,238
S01010876,Inverclyde,1615,25,380
S01010877,Inverclyde,1782,32,356
S01010878,Inverclyde,481,84,721
S01010879,Inverclyde,2351,22,289
S01010880,Inverclyde,966,25,509
S01010881,Inverclyde,5015,6,105
S01010882,Inverclyde,6313,*,*
S01010883,Inverclyde,1641,30,375
S01010884,Inverclyde,317,46,842
S01010885,Inverclyde,1043,35,492
S01010886,Inverclyde,1120,17,473
S01010887,Inverclyde,2037,23,323
S01010888,Inverclyde,826,41,550
S01010889,Inverclyde,330,44,833
S01010890,Inverclyde,1456,30,409
S01010891,Inverclyde,17,152,3404
S01010892,Inverclyde,583,52,652
S01010893,Inverclyde,242,44,945
S01010894,Inverclyde,198,67,1016
S01010895,Inverclyde,455,27,740
S01010896,Inverclyde,997,32,502
S01010897,Inverclyde,3168,16,216
S01010898,Inverclyde,3560,11,189
S01010899,Inverclyde,6427,*,*
S01010900,Inverclyde,2123,19,313
S01010901,Inverclyde,2032,21,323
S01010902,Inverclyde,2312,29,293
S01010903,Inverclyde,2063,24,320
S01010904,Inverclyde,447,40,746
S01010905,Inverclyde,3305,20,207
S01010906,Inverclyde,4193,16,150
S01010907,Inverclyde,6294,3,44
S01010908,Inverclyde,4062.5,9,157
S01010909,Inverclyde,6269,3,45
S01010910,Inverclyde,630,33,627
S01010911,Inverclyde,902,27,527
S01010912,Inverclyde,2337,16,290
S01010913,Inverclyde,5285,6,92
S01010914,Inverclyde,3731,11,179
S01010915,Inverclyde,3821,12,173
S01010916,Inverclyde,465,34,732
S01010917,Inverclyde,2760,14,250
S01010918,Inverclyde,895,36,529
S01010919,Inverclyde,4062.5,11,157
S01010920,Inverclyde,2744,15,251
S01010921,Inverclyde,6131,3,52
S01010922,Inverclyde,2925,20,236
S01010923,Inverclyde,3759,15,177
S01010924,Inverclyde,2602,14,261
S01010925,Inverclyde,4816,8,117
S01010926,Inverclyde,1019,38,496
S01010927,Inverclyde,4126,9,153
S01010928,Inverclyde,2942,17,234
S01010929,Inverclyde,1691,23,368
S01010930,Midlothian,4136,14,153
S01010931,Midlothian,5276,8,92
S01010932,Midlothian,3394,14,201
S01010933,Midlothian,2736,20,251
S01010934,Midlothian,4453,13,135
S01010935,Midlothian,4343,9,141
S01010936,Midlothian,494,49,712
S01010937,Midlothian,5086,7,102
S01010938,Midlothian,922,42,522
S01010939,Midlothian,1455,19,409
S01010940,Midlothian,5517,5,81
S01010941,Midlothian,5370,7,87
S01010942,Midlothian,5954,4,61
S01010943,Midlothian,2498,16,270
S01010944,Midlothian,513,40,696
S01010945,Midlothian,486,48,719
S01010946,Midlothian,1990,31,329
S01010947,Midlothian,3288,11,208
S01010948,Midlothian,5233,6,94
S01010949,Midlothian,4336,13,141
S01010950,Midlothian,4981,9,107
S01010951,Midlothian,4783,7,118
S01010952,Midlothian,4125,8,153
S01010953,Midlothian,4881,6,113
S01010954,Midlothian,3904,12,167
S01010955,Midlothian,6365,4,40
S01010956,Midlothian,4140,19,153
S01010957,Midlothian,4893,6,113
S01010958,Midlothian,5850,3,65
S01010959,Midlothian,2805,15,245
S01010960,Midlothian,3343,24,204
S01010961,Midlothian,3224,11,212
S01010962,Midlothian,3040,12,224
S01010963,Midlothian,485,65,720
S01010964,Midlothian,2016,16,325
S01010965,Midlothian,789,30,562
S01010966,Midlothian,3481,14,195
S01010967,Midlothian,3053,15,224
S01010968,Midlothian,2094,24,317
S01010969,Midlothian,5162,6,98
S01010970,Midlothian,3931.5,17,165
S01010971,Midlothian,5158,10,98
S01010972,Midlothian,2827,20,244
S01010973,Midlothian,4647,6,125
S01010974,Midlothian,4011,10,160
S01010975,Midlothian,2313,14,293
S01010976,Midlothian,5253,5,93
S01010977,Midlothian,4243,10,147
S01010978,Midlothian,959,40,510
S01010979,Midlothian,3924,14,166
S01010980,Midlothian,367,59,808
S01010981,Midlothian,747,40,575
S01010982,Midlothian,2853,31,241
S01010983,Midlothian,3239,15,211
S01010984,Midlothian,4403,9,138
S01010985,Midlothian,5384,5,86
S01010986,Midlothian,4640,7,126
S01010987,Midlothian,6227,3,47
S01010988,Midlothian,6763,*,*
S01010989,Midlothian,3803,22,174
S01010990,Midlothian,2399,23,282
S01010991,Midlothian,3957,42,164
S01010992,Midlothian,5808,4,67
S01010993,Midlothian,2438,16,278
S01010994,Midlothian,3846,27,171
S01010995,Midlothian,4624,8,126
S01010996,Midlothian,1338,22,428
S01010997,Midlothian,5526,5,80
S01010998,Midlothian,2727,17,252
S01010999,Midlothian,2894,22,238
S01011000,Midlothian,1005,57,499
S01011001,Midlothian,2260,19,297
S01011002,Midlothian,1509,29,400
S01011003,Midlothian,1631,27,378
S01011004,Midlothian,3246,13,211
S01011005,Midlothian,453,49,741
S01011006,Midlothian,988,81,505
S01011007,Midlothian,2620,17,260
S01011008,Midlothian,3931.5,12,165
S01011009,Midlothian,3260,10,210
S01011010,Midlothian,47,107,1843
S01011011,Midlothian,452,59,741
S01011012,Midlothian,307,58,849
S01011013,Midlothian,543,55,682
S01011014,Midlothian,3237,17,211
S01011015,Midlothian,3381,8,201
S01011016,Midlothian,4879,18,114
S01011017,Midlothian,2397,40,283
S01011018,Midlothian,3447,16,197
S01011019,Midlothian,3566,28,189
S01011020,Midlothian,4862,8,114
S01011021,Midlothian,1645,32,375
S01011022,Midlothian,1617,23,380
S01011023,Midlothian,1514,31,399
S01011024,Midlothian,2637,20,258
S01011025,Midlothian,2843,15,242
S01011026,Midlothian,2486,14,272
S01011027,Midlothian,153,106,1115
S01011028,Midlothian,2842,24,242
S01011029,Midlothian,2137,19,311
S01011030,Midlothian,4845,10,115
S01011031,Midlothian,817,49,552
S01011032,Midlothian,3302,16,207
S01011033,Midlothian,2210,19,303
S01011034,Midlothian,730,36,583
S01011035,Midlothian,1622,24,379
S01011036,Midlothian,2189,18,305
S01011037,Midlothian,1192,45,459
S01011038,Midlothian,3658,18,183
S01011039,Midlothian,2868,23,240
S01011040,Midlothian,2250,22,298
S01011041,Midlothian,1596,29,383
S01011042,Midlothian,830,41,550
S01011043,Midlothian,1426,30,414
S01011044,Midlothian,1768,24,358
S01011045,Moray,5562,6,79
S01011046,Moray,6459,3,35
S01011047,Moray,5433,8,84
S01011048,Moray,2812,24,245
S01011049,Moray,5574,5,78
S01011050,Moray,6837,*,*
S01011051,Moray,3522,19,192
S01011052,Moray,3377,16,202
S01011053,Moray,4377,8,139
S01011054,Moray,6725,*,*
S01011055,Moray,5584,4,78
S01011056,Moray,5740,5,70
S01011057,Moray,4423,8,137
S01011058,Moray,6518,*,*
S01011059,Moray,4046,10,158
S01011060,Moray,1859,30,345
S01011061,Moray,488,56,716
S01011062,Moray,1210,40,455
S01011063,Moray,3756,19,177
S01011064,Moray,1498,39,401
S01011065,Moray,5709,5,71
S01011066,Moray,4372,7,139
S01011067,Moray,6431,*,*
S01011068,Moray,4278,8,144
S01011069,Moray,3766.5,9,176
S01011070,Moray,4839,7,115
S01011071,Moray,6423,3,37
S01011072,Moray,4518,17,132
S01011073,Moray,5270,6,92
S01011074,Moray,4799,7,117
S01011075,Moray,2467,18,275
S01011076,Moray,908,35,526
S01011077,Moray,2003,25,327
S01011078,Moray,1952,51,333
S01011079,Moray,442,75,753
S01011080,Moray,4587,12,128
S01011081,Moray,1011,38,498
S01011082,Moray,3478,10,195
S01011083,Moray,5798.5,5,67
S01011084,Moray,4795,9,118
S01011085,Moray,6476,3,35
S01011086,Moray,5621,5,76
S01011087,Moray,6041,3,57
S01011088,Moray,4461,13,135
S01011089,Moray,3223,13,212
S01011090,Moray,4719,10,122
S01011091,Moray,3127,14,219
S01011092,Moray,2357,19,288
S01011093,Moray,6585,4,29
S01011094,Moray,4177,15,151
S01011095,Moray,6646,*,*
S01011096,Moray,5640.5,5,75
S01011097,Moray,6348,3,41
S01011098,Moray,5640.5,5,75
S01011099,Moray,2860,18,241
S01011100,Moray,4438,6,136
S01011101,Moray,3356,12,203
S01011102,Moray,268,57,900
S01011103,Moray,399,44,776
S01011104,Moray,1774,26,357
S01011105,Moray,2811,19,245
S01011106,Moray,3402,19,200
S01011107,Moray,3157,28,217
S01011108,Moray,5634,4,75
S01011109,Moray,2604,19,261
S01011110,Moray,3153,14,217
S01011111,Moray,1836,29,348
S01011112,Moray,5082,11,102
S01011113,Moray,5364,8,88
S01011114,Moray,2457,17,276
S01011115,Moray,2488,24,272
S01011116,Moray,2459,16,276
S01011117,Moray,956,37,511
S01011118,Moray,2869,20,240
S01011119,Moray,1317,38,432
S01011120,Moray,3520,13,192
S01011121,Moray,24,123,2362
S01011122,Moray,3766.5,10,176
S01011123,Moray,5197,10,96
S01011124,Moray,4900,7,112
S01011125,Moray,3256,10,210
S01011126,Moray,6228,*,*
S01011127,Moray,6710,*,*
S01011128,Moray,1714,26,366
S01011129,Moray,6554,3,30
S01011130,Moray,940,29,517
S01011131,Moray,3529,13,192
S01011132,Moray,3537,17,191
S01011133,Moray,5785,3,68
S01011134,Moray,4866,8,114
S01011135,Moray,2918,17,236
S01011136,Moray,2901,15,238
S01011137,Moray,6359,*,*
S01011138,Moray,689,38,599
S01011139,Moray,6296,6,44
S01011140,Moray,4022,8,160
S01011141,Moray,1661,20,372
S01011142,Moray,3692,25,181
S01011143,Moray,4562,12,130
S01011144,Moray,6046,4,56
S01011145,Moray,5016,7,105
S01011146,Moray,6621,*,*
S01011147,Moray,4954,10,109
S01011148,Moray,5597,6,77
S01011149,Moray,6876,*,*
S01011150,Moray,4428,12,137
S01011151,Moray,4692,7,123
S01011152,Moray,5899,4,63
S01011153,Moray,778,48,565
S01011154,Moray,130,64,1192
S01011155,Moray,2471,17,275
S01011156,Moray,6397,*,*
S01011157,Moray,6751,*,*
S01011158,Moray,4079,8,156
S01011159,Moray,1149,26,465
S01011160,Moray,4426,12,137
S01011161,Moray,2770,14,249
S01011162,Moray,1199,24,457
S01011163,Moray,3951,12,164
S01011164,Moray,5109,9,100
S01011165,Moray,2693,18,254
S01011166,Moray,6928,*,*
S01011167,Moray,5798.5,5,67
S01011168,Moray,6263,4,46
S01011169,Moray,6581,4,29
S01011170,Moray,6521,3,32
S01011171,North Ayrshire,6428,3,37
S01011172,North Ayrshire,6822,*,*
S01011173,North Ayrshire,6097,3,54
S01011174,North Ayrshire,5186,4,96
S01011175,North Ayrshire,5076,6,102
S01011176,North Ayrshire,4371,8,139
S01011177,North Ayrshire,4319,12,142
S01011178,North Ayrshire,602,29,638
S01011179,North Ayrshire,5718,4,71
S01011180,North Ayrshire,2004,22,326
S01011181,North Ayrshire,3020,12,226
S01011182,North Ayrshire,1690,18,368
S01011183,North Ayrshire,5307,5,91
S01011184,North Ayrshire,4515,10,132
S01011185,North Ayrshire,5920,4,62
S01011186,North Ayrshire,3587,16,188
S01011187,North Ayrshire,3281,13,208
S01011188,North Ayrshire,5178,9,97
S01011189,North Ayrshire,2465,22,275
S01011190,North Ayrshire,4199,9,150
S01011191,North Ayrshire,5297,5,91
S01011192,North Ayrshire,3625,12,185
S01011193,North Ayrshire,1079,34,484
S01011194,North Ayrshire,3340,15,204
S01011195,North Ayrshire,2504,19,270
S01011196,North Ayrshire,610,52,635
S01011197,North Ayrshire,3679,16,182
S01011198,North Ayrshire,4420,8,137
S01011199,North Ayrshire,3583,15,188
S01011200,North Ayrshire,4833,8,116
S01011201,North Ayrshire,3740,10,178
S01011202,North Ayrshire,4101,12,155
S01011203,North Ayrshire,5037,8,104
S01011204,North Ayrshire,6739,*,*
S01011205,North Ayrshire,5329,7,90
S01011206,North Ayrshire,4787,8,118
S01011207,North Ayrshire,3497,14,194
S01011208,North Ayrshire,4598,10,128
S01011209,North Ayrshire,5177,6,97
S01011210,North Ayrshire,5778,5,68
S01011211,North Ayrshire,6570,*,*
S01011212,North Ayrshire,3197,11,214
S01011213,North Ayrshire,2562,28,265
S01011214,North Ayrshire,2271,28,296
S01011215,North Ayrshire,1321,26,432
S01011216,North Ayrshire,1730,15,363
S01011217,North Ayrshire,1391,33,419
S01011218,North Ayrshire,1385,41,420
S01011219,North Ayrshire,3262,15,210
S01011220,North Ayrshire,1417,35,415
S01011221,North Ayrshire,1621,36,380
S01011222,North Ayrshire,1688,28,368
S01011223,North Ayrshire,3202,16,213
S01011224,North Ayrshire,3350,13,204
S01011225,North Ayrshire,616,48,633
S01011226,North Ayrshire,2491,27,271
S01011227,North Ayrshire,68,109,1566
S01011228,North Ayrshire,589,49,649
S01011229,North Ayrshire,1044,26,492
